Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Cellular_Component_2023,Adherens Junction (GO:0005912),13/150,0.00010167006906304232,0.0016359638385598,0,0,3.780781592622631,34.75966513334804,JAG1;NIBAN2;ANXA1;ANXA2;SHROOM3;VEGFA;CDH6;BAIAP2L1;CDH2;CDH11;TLN1;AJUBA;VCL
GO_Cellular_Component_2023,Condensed Chromosome (GO:0000793),8/60,0.0001162616024306093,0.0017148586358514,0,0,6.093999686667711,55.20961220203435,CENPE;NCAPG2;CHEK1;RCC1;NCAPG;P3H4;CENPA;NCAPH
GO_Cellular_Component_2023,Cell-Cell Junction (GO:0005911),19/299,0.00019918906095813156,0.0027120356761222,0,0,2.7172544642857144,23.154421258364813,KIRREL1;JAG1;ANXA1;NIBAN2;ANXA2;ACTN1;HEG1;SHROOM3;VEGFA;ACTG1;CDH6;CNN2;BAIAP2L1;CDH2;PERP;CDH11;TLN1;AJUBA;VCL
GO_Cellular_Component_2023,Platelet Alpha Granule Lumen (GO:0031093),8/66,0.0002290531428123617,0.0028958861626991,0,0,5.461900414354941,45.7792270112304,TGFB2;SPARC;ACTN1;SERPINE1;VEGFC;TIMP1;THBS1;VEGFA
GO_Cellular_Component_2023,Cyclin-Dependent Protein Kinase Holoenzyme Complex (GO:0000307),6/40,0.00043712200288539626,0.0051580396340476,0,0,6.9682615439685005,53.9015811107867,CDKN1A;CCNB1;CCND1;CDK2;CDK1;CKS2
GO_Cellular_Component_2023,Nuclear Chromosome (GO:0000228),9/95,0.0006126340228321976,0.0067772638775811,0,0,4.146535358329379,30.675002202714847,TOP2A;NCAPG2;CHEK1;RCC1;BIRC5;NCAPG;HMGA2;P3H4;NCAPH
GO_Cellular_Component_2023,Spindle Microtubule (GO:0005876),7/68,0.0015041019724452,0.015660355830753,0,0,4.534186325469812,29.470212695261385,CENPE;KIF18B;KIF4A;CDK1;SKA3;SKA1;AURKA
GO_Cellular_Component_2023,Endocytic Vesicle Lumen (GO:0071682),4/21,0.0016350492635835,0.0160779844252386,0,0,9.261556743909685,59.422910706764014,SPARC;HYOU1;CALR;HSP90B1
GO_Cellular_Component_2023,Spindle (GO:0005819),13/210,0.0024563642015028,0.0228829717718946,0,0,2.6211276137954087,15.750547145243996,BUB1B;TTK;CDC6;SKA3;SKA1;AURKA;CDC20;CENPE;CENPF;KIF4A;TACC3;CDK1;KIF2C
GO_Cellular_Component_2023,Polymeric Cytoskeletal Fiber (GO:0099513),15/265,0.002824988962382,0.0250011523170813,0,0,2.386487603305785,14.006894326232487,ANXA1;TPM4;ACTN1;TPM2;TPM1;PAWR;KIF15;ACTG1;CENPE;PALLD;PLS3;KIF2C;VIM;NES;PLEC
GO_Cellular_Component_2023,Serine Protease Inhibitor Complex (GO:0097180),2/5,0.0059096787357637,0.0498101493442947,0,0,26.154258886653253,134.20178663661517,PLAU;SERPINE1
GO_Cellular_Component_2023,Specific Granule (GO:0042581),10/159,0.0066890661661811,0.0538165777915481,0,0,2.6560162501200915,13.299419707852788,CNN2;BST1;PLAU;TIMP2;PLAUR;ANO6;CD36;B2M;VCL;CKAP4
GO_Cellular_Component_2023,COPI-coated Vesicle (GO:0030137),2/6,0.0087185775278555,0.0670951401056706,0,0,19.614688128772634,93.0187194664492,KDELR2;KDELR3
GO_Cellular_Component_2023,Coated Vesicle Membrane (GO:0030662),5/55,0.0118372572463854,0.0872997721920925,0,0,3.9374493927125513,17.46850733400761,SEC23A;SEC24A;KDELR2;KDELR3;B2M
GO_Cellular_Component_2023,Anaphase-Promoting Complex (GO:0005680),3/20,0.0128328906088091,0.0908568655103685,0,0,6.932163187855788,30.194726999162608,CDC20;UBE2C;BUB1B
GO_Cellular_Component_2023,Secretory Granule Lumen (GO:0034774),15/316,0.0135039338308156,0.0919306264636299,0,0,1.9768814694818924,8.510028427552855,TGFB2;SPARC;ANXA2;ACTN1;SERPINE1;VEGFC;THBS1;VEGFA;CNN2;PRDX4;PKM;TIMP2;TIMP1;B2M;VCL
GO_Cellular_Component_2023,Serine/Threonine Protein Kinase Complex (GO:1902554),5/60,0.0168058137292132,0.1101714455581756,0,0,3.5785793154214205,14.622183861338064,CDKN1A;CCND1;CDK2;CKS2;CDK1
GO_Cellular_Component_2023,Actin-Based Cell Projection (GO:0098858),6/84,0.0185332748401864,0.1171567730968928,0,0,3.030581994070838,12.086529294677812,ACTA2;VCAM1;ANGPT1;ACTG2;CD44;ATP6V1B1
GO_Cellular_Component_2023,"Condensed Chromosome, Centromeric Region (GO:0000779)",2/9,0.0199122117501423,0.1215331544750068,0,0,11.206668582926127,43.89004427777607,CENPE;CENPA
GO_Cellular_Component_2023,Chromosome (GO:0005694),9/164,0.0221367400984224,0.1306067665806922,0,0,2.2924818959842,8.735540326502106,RAD51AP1;TOP2A;CENPE;CDCA2;RCC1;NCAPG;HMGA2;BIRC5;ESCO2
GO_Cellular_Component_2023,Serine-Type Endopeptidase Complex (GO:1905370),2/10,0.0244839263173781,0.1377115399497148,0,0,9.80533199195171,36.37521706062178,PLAU;PLAUR
GO_Cellular_Component_2023,Specific Granule Membrane (GO:0035579),6/90,0.0251006184071124,0.1377115399497148,0,0,2.813242538394668,10.366412764207505,BST1;PLAU;PLAUR;ANO6;CD36;CKAP4
GO_Cellular_Component_2023,Endocytic Vesicle (GO:0030139),10/196,0.0256750328719807,0.1377115399497148,0,0,2.12360094113508,7.777128331991179,CEMIP;SPARC;CAV1;RAB23;WNT5A;ENTPD7;HYOU1;CALR;CD36;HSP90B1
GO_Cellular_Component_2023,Mitotic Spindle (GO:0072686),8/143,0.0271874587546663,0.1415347117522337,0,0,2.337301048502678,8.425969081293825,CENPE;KIF18B;CDK1;TACC3;CDC6;SKA3;SKA1;AURKA
GO_Cellular_Component_2023,Basolateral Plasma Membrane (GO:0016323),9/171,0.0280248865553377,0.1417258548655649,0,0,2.1926303854875284,7.837913304037626,ABCC3;TFRC;ANXA2;ENPP1;ALPK2;SLC39A14;CD44;ATP6V1B1;AURKA
GO_Cellular_Component_2023,Catenin Complex (GO:0016342),3/28,0.0318602475372881,0.1566462170583334,0,0,4.711935483870968,16.239196569810485,CDH6;CDH2;CDH11
GO_Cellular_Component_2023,Vesicle (GO:0031982),11/235,0.0343895631691082,0.1618645238231919,0,0,1.939832772248244,6.537240626470053,ANXA1;PKM;TFRC;ANXA2;APLP2;TSPAN4;ANXA2P2;CLIC1;ACTB;VCL;DDR2
GO_Cellular_Component_2023,Serine-Type Peptidase Complex (GO:1905286),2/12,0.0347505757360525,0.1618645238231919,0,0,7.843460764587525,26.350570294349183,PLAU;PLAUR
GO_Cellular_Component_2023,Intracellular Non-Membrane-Bounded Organelle (GO:0043232),40/1195,0.0361755566635836,0.1641813725501105,0,0,1.3842250704995802,4.594757412644648,TOP2A;CDKN1A;CDCA2;HJURP;BUB1B;MCM10;TTK;ACTB;AURKA;ACTG1;RAD51AP1;CDC20;CNN2;CNN1;CALD1;RCC1;IGF2BP3;IGF2BP2;PLK4;VCAM1;ANXA2;TPM4;STAT1;CAV1;TPM1;SHROOM3;P3H4;CDC6;ESCO2;PIMREG;CKAP4;CENPE;CENPF;WEE1;LTB4R2;KIF2C;VIM;P4HB;SPC24;VCL
GO_Cellular_Component_2023,Sarcolemma (GO:0042383),4/52,0.0404796264584132,0.1791223470784785,0,0,3.274915824915825,10.50251253223186,CAV2;CAV1;VCL;PLEC
GO_Cellular_Component_2023,Endopeptidase Complex (GO:1905369),2/14,0.0463736483207111,0.2001984329942897,0,0,6.535546613011402,20.070819882123384,PLAU;PLAUR
GO_Cellular_Component_2023,Secretory Granule Membrane (GO:0030667),12/279,0.0481432167683705,0.2028892706667042,0,0,1.7750501811134438,5.384747902423241,BST1;GLIPR1;SPARC;PLAU;ANPEP;APLP2;PLAUR;ANO6;CD36;PAM;CD44;CKAP4
GO_Cellular_Component_2023,Intermediate Filament Cytoskeleton (GO:0045111),5/81,0.0518939358465046,0.2117723014115213,0,0,2.586964628169614,7.653672837696458,KRT80;VIM;PHLDB2;NES;PLEC
GO_Cellular_Component_2023,COPII Vesicle Coat (GO:0030127),2/15,0.0526439619328075,0.2117723014115213,0,0,6.032502708559047,17.760916976476373,SEC23A;SEC24A
GO_Cellular_Component_2023,P-body (GO:0000932),5/83,0.0565306581729385,0.2176860934315815,0,0,2.5203726772552684,7.240960548355979,TRIM5;IGF2BP1;IGF2BP3;IGF2BP2;AJUBA
GO_Cellular_Component_2023,Microvillus (GO:0005902),4/58,0.0565737869935183,0.2176860934315815,0,0,2.9101384212495325,8.358527302396041,VCAM1;ANGPT1;CD44;ATP6V1B1
GO_Cellular_Component_2023,COPI-coated Vesicle Membrane (GO:0030663),2/16,0.0591950840259698,0.2182818723457637,0,0,5.601322219028456,15.834471774754752,KDELR2;KDELR3
GO_Cellular_Component_2023,Platelet Alpha Granule Membrane (GO:0031092),2/16,0.0591950840259698,0.2182818723457637,0,0,5.601322219028456,15.834471774754752,SPARC;CD36
GO_Cellular_Component_2023,Membrane Raft (GO:0045121),8/169,0.0618396544988279,0.2233799764549499,0,0,1.957217492504839,5.447348201032633,ANXA2;ANGPT1;CAV2;CAV1;PGK1;SERPINH1;CD36;SULF1
GO_Cellular_Component_2023,Specific Granule Lumen (GO:0035580),4/61,0.0657316519939107,0.2326900480584441,0,0,2.756547935495304,7.503805060354353,CNN2;TIMP2;B2M;VCL
GO_Cellular_Component_2023,Caveola (GO:0005901),4/62,0.0689456327655318,0.2392819019509634,0,0,2.708881922675026,7.244734085704269,CAV2;CAV1;CD36;TFPI
GO_Cellular_Component_2023,Microtubule (GO:0005874),8/185,0.0928075486090777,0.3126730710862201,0,0,1.7788210385814722,4.2286619342461975,CENPE;KIF4A;CDK1;KIF2C;SKA3;SKA1;KIF15;AURKA
GO_Cellular_Component_2023,Intermediate Filament (GO:0005882),4/69,0.0936252698732749,0.3126730710862201,0,0,2.416285936285936,5.7228643976652265,KRT80;VIM;NES;PLEC
GO_Cellular_Component_2023,Phagocytic Vesicle Membrane (GO:0030670),3/45,0.1016992302730803,0.3319038412261617,0,0,2.80227534562212,6.405260363130429,APLP2;CALR;B2M
GO_Cellular_Component_2023,Endocytic Vesicle Membrane (GO:0030666),7/159,0.1037902202321197,0.3319038412261617,0,0,1.8111227000427896,4.102887535678129,TFRC;CAV1;WNT5A;ENTPD7;CALR;CD36;B2M
GO_Cellular_Component_2023,Phagocytic Vesicle (GO:0045335),5/100,0.105098115878339,0.3319038412261617,0,0,2.067547411037716,4.657896779533024,APLP2;RAB23;CALR;CD36;B2M
GO_Cellular_Component_2023,Basement Membrane (GO:0005604),3/46,0.1068842878524927,0.3319038412261617,0,0,2.7369654913728434,6.119877970496937,CD151;PXDN;P3H2
GO_Cellular_Component_2023,Golgi-associated Vesicle Membrane (GO:0030660),2/23,0.1115027304605362,0.3402755739916365,0,0,3.7328734310625657,8.188827589337507,KDELR2;KDELR3
GO_Cellular_Component_2023,Cortical Endoplasmic Reticulum (GO:0032541),1/5,0.1186893041737952,0.3501334473126959,0,0,9.787650602409638,20.859892071602975,ASPH
GO_Cellular_Component_2023,Cortical Granule (GO:0060473),1/5,0.1186893041737952,0.3501334473126959,0,0,9.787650602409638,20.859892071602975,CALR
GO_Cellular_Component_2023,Macropinosome (GO:0044354),1/6,0.1406834717692127,0.3890777266117289,0,0,7.829718875502008,15.355979717331117,APLP2
GO_Cellular_Component_2023,Pinosome (GO:0044352),1/6,0.1406834717692127,0.3890777266117289,0,0,7.829718875502008,15.355979717331117,APLP2
GO_Cellular_Component_2023,Astral Microtubule (GO:0000235),1/6,0.1406834717692127,0.3890777266117289,0,0,7.829718875502008,15.355979717331117,KIF18B
GO_Cellular_Component_2023,Hemidesmosome (GO:0030056),1/6,0.1406834717692127,0.3890777266117289,0,0,7.829718875502008,15.355979717331117,PLEC
GO_Cellular_Component_2023,Lumenal Side Of Endoplasmic Reticulum Membrane (GO:0098553),2/27,0.1451644549749239,0.3910699054900833,0,0,3.134969818913481,6.050140655853622,CANX;CALR
GO_Cellular_Component_2023,Tertiary Granule Lumen (GO:1904724),3/53,0.1458226766234209,0.3910699054900833,0,0,2.352943548387097,4.530272658814069,CNN2;TIMP2;B2M
GO_Cellular_Component_2023,Plasma Membrane Raft (GO:0044853),4/82,0.1486318701841205,0.3926543436207364,0,0,2.012224812224812,3.835869348222517,CAV2;CAV1;CD36;TFPI
GO_Cellular_Component_2023,ER To Golgi Transport Vesicle Membrane (GO:0012507),3/55,0.1576985010678366,0.4104799218971628,0,0,2.2622130893300247,4.178466586991631,SEC23A;SEC24A;B2M
GO_Cellular_Component_2023,HFE-transferrin Receptor Complex (GO:1990712),1/7,0.1621298222363275,0.4158982396497096,0,0,6.524431057563588,11.870275140917885,TFRC
GO_Cellular_Component_2023,Extracellular Membrane-Bounded Organelle (GO:0065010),3/57,0.1698594555382328,0.4277789860579326,0,0,2.1782034050179213,3.8614839621734576,PKM;TFRC;VCL
GO_Cellular_Component_2023,Rough Endoplasmic Reticulum (GO:0005791),2/30,0.1715949605091142,0.4277789860579326,0,0,2.7986490370796204,4.932950455879384,PKM;CKAP4
GO_Cellular_Component_2023,Junctional Sarcoplasmic Reticulum Membrane (GO:0014701),1/8,0.1830419729173278,0.4450450923520955,0,0,5.592082616179002,9.495578803741848,JPH2
GO_Cellular_Component_2023,Transport Vesicle Membrane (GO:0030658),3/60,0.1885784289627523,0.4450450923520955,0,0,2.0632427843803054,3.441986803906386,SEC23A;SEC24A;B2M
GO_Cellular_Component_2023,Extracellular Vesicle (GO:1903561),3/60,0.1885784289627523,0.4450450923520955,0,0,2.0632427843803054,3.441986803906386,PKM;TFRC;VCL
GO_Cellular_Component_2023,Filopodium (GO:0030175),3/60,0.1885784289627523,0.4450450923520955,0,0,2.0632427843803054,3.441986803906386,ACTA2;VCAM1;ACTG2
GO_Cellular_Component_2023,"Preribosome, Small Subunit Precursor (GO:0030688)",1/10,0.2233164646657546,0.5067565928953663,0,0,4.348951360999553,6.519797360878272,LTB4R2
GO_Cellular_Component_2023,"Proton-Transporting V-type ATPase, V1 Domain (GO:0033180)",1/10,0.2233164646657546,0.5067565928953663,0,0,4.348951360999553,6.519797360878272,ATP6V1B1
GO_Cellular_Component_2023,"Vacuolar Proton-Transporting V-type ATPase, V1 Domain (GO:0000221)",1/10,0.2233164646657546,0.5067565928953663,0,0,4.348951360999553,6.519797360878272,ATP6V1B1
GO_Cellular_Component_2023,Vesicle Coat (GO:0030120),2/37,0.2355832824272019,0.527825835311579,0,0,2.238114400689853,3.235621369691976,SEC23A;SEC24A
GO_Cellular_Component_2023,Microfibril (GO:0001527),1/11,0.2427043852621156,0.5369834523924308,0,0,3.913855421686747,5.54167132659317,MFAP5
GO_Cellular_Component_2023,90S Preribosome (GO:0030686),1/12,0.261609281253176,0.5618482518823852,0,0,3.557867834976269,4.770756298322355,LTB4R2
GO_Cellular_Component_2023,Podosome (GO:0002102),1/12,0.261609281253176,0.5618482518823852,0,0,3.557867834976269,4.770756298322355,VCAM1
GO_Cellular_Component_2023,Brush Border Membrane (GO:0031526),2/40,0.2634655644420224,0.5618482518823852,0,0,2.061103462882558,2.7491670005977182,CD36;SLC28A3
GO_Cellular_Component_2023,Lamellar Body (GO:0042599),1/13,0.2800431628710608,0.583148703860915,0,0,3.2612115127175367,4.150907630099556,CKAP4
GO_Cellular_Component_2023,Acetylcholine-Gated Channel Complex (GO:0005892),1/13,0.2800431628710608,0.583148703860915,0,0,3.2612115127175367,4.150907630099556,CHRNA5
GO_Cellular_Component_2023,COPII-coated ER To Golgi Transport Vesicle (GO:0030134),3/76,0.2948143193233721,0.584744947806897,0,0,1.6096995139195758,1.96610235383945,SEC23A;SEC24A;B2M
GO_Cellular_Component_2023,Cytoplasmic Stress Granule (GO:0010494),3/76,0.2948143193233721,0.584744947806897,0,0,1.6096995139195758,1.96610235383945,IGF2BP1;IGF2BP3;IGF2BP2
GO_Cellular_Component_2023,Muscle Myosin Complex (GO:0005859),1/14,0.2980177423709262,0.584744947806897,0,0,3.010194624652456,3.644148403879033,MYL9
GO_Cellular_Component_2023,Triglyceride-Rich Plasma Lipoprotein Particle (GO:0034385),1/14,0.2980177423709262,0.584744947806897,0,0,3.010194624652456,3.644148403879033,PCYOX1
GO_Cellular_Component_2023,Very-Low-Density Lipoprotein Particle (GO:0034361),1/14,0.2980177423709262,0.584744947806897,0,0,3.010194624652456,3.644148403879033,PCYOX1
GO_Cellular_Component_2023,Cortical Actin Cytoskeleton (GO:0030864),2/44,0.3006315833357493,0.584744947806897,0,0,1.8644246430966755,2.240795560175554,CDH2;SHROOM3
GO_Cellular_Component_2023,Glutamatergic Synapse (GO:0098978),3/78,0.3084944694907269,0.589779702208125,0,0,1.5666129032258065,1.842417239965873,ACTN1;WNT5A;ACTB
GO_Cellular_Component_2023,Sarcoplasmic Reticulum (GO:0016529),2/45,0.3098842503127436,0.589779702208125,0,0,1.82097234570212,2.133371873783212,JPH2;THBS1
GO_Cellular_Component_2023,Cell-Cell Contact Zone (GO:0044291),2/47,0.3283089077825412,0.6123800370427017,0,0,1.739861390565616,1.937858176674853,CDH2;VCL
GO_Cellular_Component_2023,Early Endosome Membrane (GO:0031901),4/116,0.3286785509551224,0.6123800370427017,0,0,1.398917748917749,1.5565408826700953,ANXA1;CAV1;B2M;SLC39A14
GO_Cellular_Component_2023,Lipid Droplet (GO:0005811),3/82,0.3358995596448794,0.6193148130952465,0,0,1.4869844834626378,1.622215452130822,ANXA2;CAV1;CKAP4
GO_Cellular_Component_2023,Desmosome (GO:0030057),1/17,0.3492984738086775,0.6246234391372393,0,0,2.445406626506024,2.572148375201184,CDH2
GO_Cellular_Component_2023,Microtubule Cytoskeleton (GO:0015630),10/342,0.3499575324560566,0.6246234391372393,0,0,1.1807352107817777,1.2397052216440694,CDC20;CENPE;CENPF;BUB1B;BIRC5;KIF2C;TTK;SKA1;KIF15;AURKA
GO_Cellular_Component_2023,Endoplasmic Reticulum Membrane (GO:0005789),22/801,0.3520851483615228,0.6246234391372393,0,0,1.1084575989751952,1.157099194582259,PDGFRA;SEC23A;TRAM1;SEC24A;CAV1;PLAUR;PLOD2;PLOD1;PDIA5;HSP90B1;JPH2;ASPH;OSTC;CANX;CDK1;CALU;GPAT3;KDELR2;PLP2;KDELR3;CALR;DDR2
GO_Cellular_Component_2023,Late Endosome Membrane (GO:0031902),3/85,0.3564235443664473,0.6246234391372393,0,0,1.4323613296616835,1.4776748307871932,ANXA2;ANXA6;SLC39A14
GO_Cellular_Component_2023,Clathrin-Coated Endocytic Vesicle (GO:0045334),3/85,0.3564235443664473,0.6246234391372393,0,0,1.4323613296616835,1.4776748307871932,CEMIP;TFRC;WNT5A
GO_Cellular_Component_2023,Kinetochore Microtubule (GO:0005828),1/18,0.3655472610842739,0.6330803993787563,0,0,2.301441058351051,2.316077539630544,CENPE
GO_Cellular_Component_2023,Ficolin-1-Rich Granule Lumen (GO:1904813),4/123,0.3684027182825531,0.6330803993787563,0,0,1.3161531279178338,1.3142823426117691,PRDX4;PKM;TIMP2;VCL
GO_Cellular_Component_2023,Cytoplasmic Vesicle Membrane (GO:0030659),11/389,0.3792995518023915,0.6368511580806778,0,0,1.1403471680111024,1.1054856283445549,STEAP3;TFRC;RAB23;ANPEP;APLP2;CAV1;WNT5A;ENTPD7;CD36;PAM;CD44
GO_Cellular_Component_2023,Tertiary Granule (GO:0070820),5/162,0.3794535828093762,0.6368511580806778,0,0,1.2470667113643985,1.2084363271744023,CNN2;PLAU;TIMP2;ANO6;B2M
GO_Cellular_Component_2023,Smooth Endoplasmic Reticulum (GO:0005790),1/19,0.3813910890200669,0.6368511580806778,0,0,2.17347166443552,2.0950744327356245,HYOU1
GO_Cellular_Component_2023,Axon (GO:0030424),6/205,0.4044915988163149,0.6691122709391378,0,0,1.1804662256515843,1.0684686803366272,TGFB2;STAT1;PALLD;NEXN;VIM;MYPN
GO_Cellular_Component_2023,Proton-Transporting V-type ATPase Complex (GO:0033176),1/21,0.4119039076627152,0.6714390610721479,0,0,1.9559236947791163,1.7348362328644071,ATP6V1B1
GO_Cellular_Component_2023,Endosome Membrane (GO:0010008),10/361,0.4134850715077069,0.6714390610721479,0,0,1.1157137946504,0.9853246389753773,STEAP3;ANXA1;TFRC;ANXA2;APLP2;CAV1;RAB23;ANXA6;B2M;SLC39A14
GO_Cellular_Component_2023,Azurophil Granule Membrane (GO:0035577),2/58,0.4264465264050228,0.6861912288517185,0,0,1.3973124461052029,1.190885099691947,GLIPR1;CKAP4
GO_Cellular_Component_2023,cis-Golgi Network (GO:0005801),2/60,0.4435115590262382,0.7072211346634609,0,0,1.3489904946922917,1.0967716498832585,KDELR2;KDELR3
GO_Cellular_Component_2023,Vacuolar Proton-Transporting V-type ATPase Complex (GO:0016471),1/24,0.4548797623515939,0.7125107781967444,0,0,1.7005412956172516,1.3395540515359654,ATP6V1B1
GO_Cellular_Component_2023,Excitatory Synapse (GO:0060076),1/24,0.4548797623515939,0.7125107781967444,0,0,1.7005412956172516,1.3395540515359654,PALLD
GO_Cellular_Component_2023,Endosome Lumen (GO:0031904),1/25,0.4684968242387519,0.7211901543738278,0,0,1.629601740294511,1.2356063372698105,B2M
GO_Cellular_Component_2023,Cortical Cytoskeleton (GO:0030863),2/63,0.4685698743106791,0.7211901543738278,0,0,1.2824487911072997,0.9721860110980428,CDH2;SHROOM3
GO_Cellular_Component_2023,Bounding Membrane Of Organelle (GO:0098588),21/819,0.480649513000224,0.7288381898692428,0,0,1.029674080598987,0.7543566717385833,STEAP3;GALNT5;TFRC;CHPF2;APLP2;CAV1;WNT5A;ENTPD7;SGMS2;GALNT10;RAB23;ANPEP;PDGFC;FAM20C;KDELR2;KDELR3;CALR;CD36;PAM;B2M;CD44
GO_Cellular_Component_2023,Endoplasmic Reticulum Tubular Network (GO:0071782),1/26,0.4817743966932282,0.7288381898692428,0,0,1.5643373493975905,1.142403233222452,ASPH
GO_Cellular_Component_2023,Sarcoplasmic Reticulum Membrane (GO:0033017),1/27,0.4947209270461649,0.7420813905692474,0,0,1.5040932962619709,1.0585228928666082,JPH2
GO_Cellular_Component_2023,Clathrin-Coated Endocytic Vesicle Membrane (GO:0030669),2/68,0.5087948142513435,0.7567788413654438,0,0,1.1849887201999878,0.800709272183373,TFRC;WNT5A
GO_Cellular_Component_2023,Myofibril (GO:0030016),1/29,0.5196536067270527,0.7664890699224028,0,0,1.3965146299483648,0.9141484641545649,MYL9
GO_Cellular_Component_2023,Lysosomal Membrane (GO:0005765),9/356,0.5312561980615882,0.7756002094662036,0,0,1.0138563782861847,0.6412752020600205,GLIPR1;MCOLN3;ANXA2;ANPEP;ANXA6;ENPP1;ATP11C;SLC39A14;CKAP4
GO_Cellular_Component_2023,Tertiary Granule Membrane (GO:0070821),2/72,0.5395094657929208,0.7756002094662036,0,0,1.117045127910319,0.6893229061780762,PLAU;ANO6
